Status,Diagnosis,Recommended_Action,Reason_Detail,Missing_Registry_File,Missing_Paint_ID,Missing_Company,Missing_Brand,Missing_Product_Line,Missing_Paint_Name,Missing_Paint_Type,Missing_Status,Missing_Hex,Missing_RGB,Candidate_Paint_ID,Candidate_Company,Candidate_Brand,Candidate_Product_Line,Candidate_Paint_Name,Candidate_Paint_Type,Candidate_Hex,Candidate_RGB,Equivalent_Source_Company,Equivalent_Source_Product_Line,Equivalent_Source_Paint_Name,Equivalent_Target_Company,Equivalent_Target_Product_Line,Equivalent_Target_Paint_Name,Similarity_Percent,Confidence,Match_Type,Reference_Source,Reference_Notes
MANUAL_RESEARCH,No same-company or equivalency match found,Manual research required.,No matching same-company paint name and no equivalency source match found.,Army_Painter_registry_26.0.11_aligned.csv,AP_AIR_PHANTASMAL_BLUE,Army Painter,Warpaints Air,Air,Phantasmal Blue,Air,Active/Unknown,,,,,,,,,,,,,,,,,,,,,
SAME_COMPANY_MATCH_MISSING_COLOR,Same-company paint name exists but lacks usable Hex/RGB,Manual review or enrich one of the matching same-company rows first.,"Same-company paint name exists, but no matching row has both Hex and RGB.",Army_Painter_registry_26.0.11_aligned.csv,AP_AIR_PLATE_MAIL_METAL,Army Painter,Warpaints Air,Air,Plate Mail Metal,Air Metallic/Effect,Active/Unknown,,,AP_FANATIC_PLATE_MAIL_METAL,Army Painter,Warpaints Fanatic,Fanatic,Plate Mail Metal,Metallic,,,,,,,,,,,,,
MANUAL_RESEARCH,No same-company or equivalency match found,Manual research required.,No matching same-company paint name and no equivalency source match found.,Army_Painter_registry_26.0.11_aligned.csv,AP_AIR_POTION_GREEN,Army Painter,Warpaints Air,Air,Potion Green,Air,Active/Unknown,,,,,,,,,,,,,,,,,,,,,
MANUAL_RESEARCH,No same-company or equivalency match found,Manual research required.,No matching same-company paint name and no equivalency source match found.,Army_Painter_registry_26.0.11_aligned.csv,AP_AIR_PSYCHIC_SHOCK,Army Painter,Warpaints Air,Air,Psychic Shock,Air,Active/Unknown,,,,,,,,,,,,,,,,,,,,,
MANUAL_RESEARCH,No same-company or equivalency match found,Manual research required.,No matching same-company paint name and no equivalency source match found.,Army_Painter_registry_26.0.11_aligned.csv,AP_AIR_RAVEN_BLACK,Army Painter,Warpaints Air,Air,Raven Black,Air,Active/Unknown,,,,,,,,,,,,,,,,,,,,,
MANUAL_RESEARCH,No same-company or equivalency match found,Manual research required.,No matching same-company paint name and no equivalency source match found.,Army_Painter_registry_26.0.11_aligned.csv,AP_AIR_RAWHIDE_BROWN,Army Painter,Warpaints Air,Air,Rawhide Brown,Air,Active/Unknown,,,,,,,,,,,,,,,,,,,,,
MANUAL_RESEARCH,No same-company or equivalency match found,Manual research required.,No matching same-company paint name and no equivalency source match found.,Army_Painter_registry_26.0.11_aligned.csv,AP_AIR_REBEL_RED,Army Painter,Warpaints Air,Air,Rebel Red,Air,Active/Unknown,,,,,,,,,,,,,,,,,,,,,
MANUAL_RESEARCH,No same-company or equivalency match found,Manual research required.,No matching same-company paint name and no equivalency source match found.,Army_Painter_registry_26.0.11_aligned.csv,AP_AIR_REGIMENT_GREY,Army Painter,Warpaints Air,Air,Regiment Grey,Air,Active/Unknown,,,,,,,,,,,,,,,,,,,,,
SAME_COMPANY_MATCH_MISSING_COLOR,Same-company paint name exists but lacks usable Hex/RGB,Manual review or enrich one of the matching same-company rows first.,"Same-company paint name exists, but no matching row has both Hex and RGB.",Army_Painter_registry_26.0.11_aligned.csv,AP_AIR_ROUGH_IRON,Army Painter,Warpaints Air,Air,Rough Iron,Air Metallic/Effect,Active/Unknown,,,AP_FANATIC_ROUGH_IRON,Army Painter,Warpaints Fanatic,Fanatic,Rough Iron,Metallic,,,,,,,,,,,,,
MANUAL_RESEARCH,No same-company or equivalency match found,Manual research required.,No matching same-company paint name and no equivalency source match found.,Army_Painter_registry_26.0.11_aligned.csv,AP_AIR_RUINOUS_SPELL,Army Painter,Warpaints Air,Air,Ruinous Spell,Air,Active/Unknown,,,,,,,,,,,,,,,,,,,,,
MANUAL_RESEARCH,No same-company or equivalency match found,Manual research required.,No matching same-company paint name and no equivalency source match found.,Army_Painter_registry_26.0.11_aligned.csv,AP_AIR_SAFETY_ORANGE,Army Painter,Warpaints Air,Air,Safety Orange,Air,Active/Unknown,,,,,,,,,,,,,,,,,,,,,
MANUAL_RESEARCH,No same-company or equivalency match found,Manual research required.,No matching same-company paint name and no equivalency source match found.,Army_Painter_registry_26.0.11_aligned.csv,AP_AIR_SAPPHIRE_GEM,Army Painter,Warpaints Air,Air,Sapphire Gem,Air,Active/Unknown,,,,,,,,,,,,,,,,,,,,,
MANUAL_RESEARCH,No same-company or equivalency match found,Manual research required.,No matching same-company paint name and no equivalency source match found.,Army_Painter_registry_26.0.11_aligned.csv,AP_AIR_SATIN_VARNISH,Army Painter,Warpaints Air,Air,Satin Varnish,Auxiliary,Active/Unknown,,,,,,,,,,,,,,,,,,,,,
MANUAL_RESEARCH,No same-company or equivalency match found,Manual research required.,No matching same-company paint name and no equivalency source match found.,Army_Painter_registry_26.0.11_aligned.csv,AP_AIR_SAVAGE_GREEN,Army Painter,Warpaints Air,Air,Savage Green,Air,Active/Unknown,,,,,,,,,,,,,,,,,,,,,
MANUAL_RESEARCH,No same-company or equivalency match found,Manual research required.,No matching same-company paint name and no equivalency source match found.,Army_Painter_registry_26.0.11_aligned.csv,AP_AIR_SHARK_WHITE,Army Painter,Warpaints Air,Air,Shark White,Air,Active/Unknown,,,,,,,,,,,,,,,,,,,,,
SAME_COMPANY_MATCH_MISSING_COLOR,Same-company paint name exists but lacks usable Hex/RGB,Manual review or enrich one of the matching same-company rows first.,"Same-company paint name exists, but no matching row has both Hex and RGB.",Army_Painter_registry_26.0.11_aligned.csv,AP_AIR_SHINING_SILVER,Army Painter,Warpaints Air,Air,Shining Silver,Air Metallic/Effect,Active/Unknown,,,AP_FANATIC_SHINING_SILVER,Army Painter,Warpaints Fanatic,Fanatic,Shining Silver,Metallic,,,,,,,,,,,,,
MANUAL_RESEARCH,No same-company or equivalency match found,Manual research required.,No matching same-company paint name and no equivalency source match found.,Army_Painter_registry_26.0.11_aligned.csv,AP_AIR_STORM_WOLF,Army Painter,Warpaints Air,Air,Storm Wolf,Air,Active/Unknown,,,,,,,,,,,,,,,,,,,,,
SAME_COMPANY_MATCH_MISSING_COLOR,Same-company paint name exists but lacks usable Hex/RGB,Manual review or enrich one of the matching same-company rows first.,"Same-company paint name exists, but no matching row has both Hex and RGB.",Army_Painter_registry_26.0.11_aligned.csv,AP_AIR_TAINTED_GOLD,Army Painter,Warpaints Air,Air,Tainted Gold,Air Metallic/Effect,Active/Unknown,,,AP_FANATIC_TAINTED_GOLD,Army Painter,Warpaints Fanatic,Fanatic,Tainted Gold,Metallic,,,,,,,,,,,,,
MANUAL_RESEARCH,No same-company or equivalency match found,Manual research required.,No matching same-company paint name and no equivalency source match found.,Army_Painter_registry_26.0.11_aligned.csv,AP_AIR_TALISMAN_PURPLE,Army Painter,Warpaints Air,Air,Talisman Purple,Air,Active/Unknown,,,,,,,,,,,,,,,,,,,,,
MANUAL_RESEARCH,No same-company or equivalency match found,Manual research required.,No matching same-company paint name and no equivalency source match found.,Army_Painter_registry_26.0.11_aligned.csv,AP_AIR_THUNDER_STORM,Army Painter,Warpaints Air,Air,Thunder Storm,Air,Active/Unknown,,,,,,,,,,,,,,,,,,,,,
MANUAL_RESEARCH,No same-company or equivalency match found,Manual research required.,No matching same-company paint name and no equivalency source match found.,Army_Painter_registry_26.0.11_aligned.csv,AP_AIR_TRAITOR_RED,Army Painter,Warpaints Air,Air,Traitor Red,Air,Active/Unknown,,,,,,,,,,,,,,,,,,,,,
SAME_COMPANY_MATCH_MISSING_COLOR,Same-company paint name exists but lacks usable Hex/RGB,Manual review or enrich one of the matching same-company rows first.,"Same-company paint name exists, but no matching row has both Hex and RGB.",Army_Painter_registry_26.0.11_aligned.csv,AP_AIR_TRUE_COPPER,Army Painter,Warpaints Air,Air,True Copper,Air Metallic/Effect,Active/Unknown,,,AP_FANATIC_TRUE_COPPER,Army Painter,Warpaints Fanatic,Fanatic,True Copper,Metallic,,,,,,,,,,,,,
MANUAL_RESEARCH,No same-company or equivalency match found,Manual research required.,No matching same-company paint name and no equivalency source match found.,Army_Painter_registry_26.0.11_aligned.csv,AP_AIR_TWILIGHT_SKY,Army Painter,Warpaints Air,Air,Twilight Sky,Air,Active/Unknown,,,,,,,,,,,,,,,,,,,,,
MANUAL_RESEARCH,No same-company or equivalency match found,Manual research required.,No matching same-company paint name and no equivalency source match found.,Army_Painter_registry_26.0.11_aligned.csv,AP_AIR_UNDERGROWTH_GREEN,Army Painter,Warpaints Air,Air,Undergrowth Green,Air,Active/Unknown,,,,,,,,,,,,,,,,,,,,,
MANUAL_RESEARCH,No same-company or equivalency match found,Manual research required.,No matching same-company paint name and no equivalency source match found.,Army_Painter_registry_26.0.11_aligned.csv,AP_AIR_UNFORGIVEN_GREEN,Army Painter,Warpaints Air,Air,Unforgiven Green,Air,Active/Unknown,,,,,,,,,,,,,,,,,,,,,
MANUAL_RESEARCH,No same-company or equivalency match found,Manual research required.,No matching same-company paint name and no equivalency source match found.,Army_Painter_registry_26.0.11_aligned.csv,AP_AIR_VIOLET_VOLT,Army Painter,Warpaints Air,Air,Violet Volt,Air,Active/Unknown,,,,,,,,,,,,,,,,,,,,,
MANUAL_RESEARCH,No same-company or equivalency match found,Manual research required.,No matching same-company paint name and no equivalency source match found.,Army_Painter_registry_26.0.11_aligned.csv,AP_AIR_VIPER_BROWN,Army Painter,Warpaints Air,Air,Viper Brown,Air,Active/Unknown,,,,,,,,,,,,,,,,,,,,,
SAME_COMPANY_MATCH_MISSING_COLOR,Same-company paint name exists but lacks usable Hex/RGB,Manual review or enrich one of the matching same-company rows first.,"Same-company paint name exists, but no matching row has both Hex and RGB.",Army_Painter_registry_26.0.11_aligned.csv,AP_AIR_WEAPON_BRONZE,Army Painter,Warpaints Air,Air,Weapon Bronze,Air Metallic/Effect,Active/Unknown,,,AP_FANATIC_WEAPON_BRONZE,Army Painter,Warpaints Fanatic,Fanatic,Weapon Bronze,Metallic,,,,,,,,,,,,,
MANUAL_RESEARCH,No same-company or equivalency match found,Manual research required.,No matching same-company paint name and no equivalency source match found.,Army_Painter_registry_26.0.11_aligned.csv,AP_AIR_WILDLING_FLESH,Army Painter,Warpaints Air,Air,Wildling Flesh,Air,Active/Unknown,,,,,,,,,,,,,,,,,,,,,
MANUAL_RESEARCH,No same-company or equivalency match found,Manual research required.,No matching same-company paint name and no equivalency source match found.,Army_Painter_registry_26.0.11_aligned.csv,AP_AIR_WITCHBANE_PLUM,Army Painter,Warpaints Air,Air,Witchbane Plum,Air,Active/Unknown,,,,,,,,,,,,,,,,,,,,,
MANUAL_RESEARCH,No same-company or equivalency match found,Manual research required.,No matching same-company paint name and no equivalency source match found.,Army_Painter_registry_26.0.11_aligned.csv,AP_AIR_WYRMLING_RED,Army Painter,Warpaints Air,Air,Wyrmling Red,Air,Active/Unknown,,,,,,,,,,,,,,,,,,,,,
